              Procedure           Image            Address        Calls Instructions
                  _init _dop.x86_64-linux-gnu.so       7fca6055f4a8            1            6
PyFortranObject_NewAsAttr vode.x86_64-linux-gnu.so       7fca60b1ff70            2           40
               initvode vode.x86_64-linux-gnu.so       7fca60b1f360            1          103
                  .text vode.x86_64-linux-gnu.so       7fca60b1ba90            0           17
         PyDict_New@plt vode.x86_64-linux-gnu.so       7fca60b1ba50            2            2
PyImport_ImportModule@plt vode.x86_64-linux-gnu.so       7fca60b1b910            1            1
 PyErr_NewException@plt vode.x86_64-linux-gnu.so       7fca60b1b870            1            1
PyFortranObject_NewAsAttr@plt vode.x86_64-linux-gnu.so       7fca60b1b830            2            2
PyObject_GetAttrString@plt vode.x86_64-linux-gnu.so       7fca60b1b820            1            1
PyCObject_AsVoidPtr@plt vode.x86_64-linux-gnu.so       7fca60b1b6f0            1            1
   PyModule_GetDict@plt vode.x86_64-linux-gnu.so       7fca60b1b6b0            1            1
PyString_FromString@plt vode.x86_64-linux-gnu.so       7fca60b1b630            2            2
     PyErr_Occurred@plt vode.x86_64-linux-gnu.so       7fca60b1b560            1            1
      _PyObject_New@plt vode.x86_64-linux-gnu.so       7fca60b1b4d0            2            2
  Py_InitModule4_64@plt vode.x86_64-linux-gnu.so       7fca60b1b410            1            1
PyDict_SetItemString@plt vode.x86_64-linux-gnu.so       7fca60b1b3b0            4            4
                  _init vode.x86_64-linux-gnu.so       7fca60b1b388            1            6
          init_quadpack _quadpack.x86_64-linux-gnu.so       7fca60ef8720            1           74
                  .text _quadpack.x86_64-linux-gnu.so       7fca60ef4240            0           17
PyImport_ImportModule@plt _quadpack.x86_64-linux-gnu.so       7fca60ef4140            1            1
 PyErr_NewException@plt _quadpack.x86_64-linux-gnu.so       7fca60ef40a0            1            1
PyObject_GetAttrString@plt _quadpack.x86_64-linux-gnu.so       7fca60ef4050            1            1
PyCObject_AsVoidPtr@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3fc0            1            1
   PyModule_GetDict@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3f90            1            1
PyString_FromString@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3f60            1            1
     PyErr_Occurred@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3f00            1            1
  Py_InitModule4_64@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3e40            1            1
PyDict_SetItemString@plt _quadpack.x86_64-linux-gnu.so       7fca60ef3dd0            2            2
                  _init _quadpack.x86_64-linux-gnu.so       7fca60ef3da8            1            6
           init_odepack _odepack.x86_64-linux-gnu.so       7fca6142c580            1           70
                  .text _odepack.x86_64-linux-gnu.so       7fca6142a280            0           17
PyImport_ImportModule@plt _odepack.x86_64-linux-gnu.so       7fca6142a190            1            1
 PyErr_NewException@plt _odepack.x86_64-linux-gnu.so       7fca6142a140            1            1
PyObject_GetAttrString@plt _odepack.x86_64-linux-gnu.so       7fca6142a110            1            1
PyCObject_AsVoidPtr@plt _odepack.x86_64-linux-gnu.so       7fca6142a010            1            1
   PyModule_GetDict@plt _odepack.x86_64-linux-gnu.so       7fca61429ff0            1            1
PyString_FromString@plt _odepack.x86_64-linux-gnu.so       7fca61429fc0            1            1
     PyErr_Occurred@plt _odepack.x86_64-linux-gnu.so       7fca61429f20            1            1
  Py_InitModule4_64@plt _odepack.x86_64-linux-gnu.so       7fca61429e80            1            1
PyDict_SetItemString@plt _odepack.x86_64-linux-gnu.so       7fca61429e40            1            1
                  _init _odepack.x86_64-linux-gnu.so       7fca61429e18            1            6
      init_ellip_harm_2 _ellip_harm_2.x86_64-linux-gnu.so       7fca61791ca0            1         1507
                  .text _ellip_harm_2.x86_64-linux-gnu.so       7fca61787150            0         1050
    PyImport_Import@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787130            6            6
PyUnicodeUCS4_FromStringAndSize@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787110            1            1
      Py_GetVersion@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787100            1            1
       PyTuple_Pack@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca617870f0           13           13
   PyObject_GetAttr@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca617870c0            6            6
   PyModule_GetDict@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca617870b0            5            5
      PyCapsule_New@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787080            5            5
     PyDict_SetItem@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787040            7            7
 PyModule_AddObject@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787020            1            1
     PyInt_FromLong@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61787010            5            5
PyCObject_AsVoidPtr@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786ff0            2            2
         PyDict_New@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786fb0            6            6
PyObject_CallFunctionObjArgs@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786f60            4            4
PyImport_ImportModule@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786f40            2            2
        PyTuple_New@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786f00            1            1
PyString_FromString@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786ef0           12           12
        PyErr_Clear@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786ed0            1            1
 PyFloat_FromDouble@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786eb0            3            3
      PyOS_snprintf@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786e90            2            2
PyString_InternFromString@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786e40           54           54
         PyCode_New@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786df0            2            2
PyObject_SetAttrString@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786dc0            1            1
 PyImport_AddModule@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786db0            1            1
PyObject_GetAttrString@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786da0            7            7
  Py_InitModule4_64@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d90            1            1
  PyCFunction_NewEx@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d80            2            2
PyDict_SetItemString@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d30            5            5
PyString_FromStringAndSize@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d20            4            4
         PyList_New@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d10            4            4
PyUnicodeUCS4_DecodeUTF8@plt _ellip_harm_2.x86_64-linux-gnu.so       7fca61786d00            6            6
                  _init _ellip_harm_2.x86_64-linux-gnu.so       7fca61786cd0            1            6
              init_comb _comb.x86_64-linux-gnu.so       7fca61a17510            1          413
                  .text _comb.x86_64-linux-gnu.so       7fca61a14f20            0           74
PyUnicodeUCS4_FromStringAndSize@plt _comb.x86_64-linux-gnu.so       7fca61a14ee0            1            1
      Py_GetVersion@plt _comb.x86_64-linux-gnu.so       7fca61a14ed0            1            1
       PyTuple_Pack@plt _comb.x86_64-linux-gnu.so       7fca61a14ec0            1            1
   PyModule_GetDict@plt _comb.x86_64-linux-gnu.so       7fca61a14e60            1            1
     PyDict_SetItem@plt _comb.x86_64-linux-gnu.so       7fca61a14e30            2            2
     PyInt_FromLong@plt _comb.x86_64-linux-gnu.so       7fca61a14e20            2            2
         PyDict_New@plt _comb.x86_64-linux-gnu.so       7fca61a14db0            1            1
        PyTuple_New@plt _comb.x86_64-linux-gnu.so       7fca61a14d60            1            1
      PyOS_snprintf@plt _comb.x86_64-linux-gnu.so       7fca61a14ce0            2            2
PyString_InternFromString@plt _comb.x86_64-linux-gnu.so       7fca61a14cc0           16           16
         PyCode_New@plt _comb.x86_64-linux-gnu.so       7fca61a14c70            1            1
PyObject_SetAttrString@plt _comb.x86_64-linux-gnu.so       7fca61a14c40            1            1
 PyImport_AddModule@plt _comb.x86_64-linux-gnu.so       7fca61a14c30            1            1
  Py_InitModule4_64@plt _comb.x86_64-linux-gnu.so       7fca61a14c10            1            1
  PyCFunction_NewEx@plt _comb.x86_64-linux-gnu.so       7fca61a14c00            1            1
PyString_FromStringAndSize@plt _comb.x86_64-linux-gnu.so       7fca61a14bd0            2            2
                  _init _comb.x86_64-linux-gnu.so       7fca61a14b90            1            6
      initcython_lapack cython_lapack.x86_64-linux-gnu.so       7fca6219a430            1         8372
                  .text cython_lapack.x86_64-linux-gnu.so       7fca621932b0            6        54861
    PyImport_Import@plt cython_lapack.x86_64-linux-gnu.so       7fca621931c0            6            6
PyUnicodeUCS4_FromStringAndSize@plt cython_lapack.x86_64-linux-gnu.so       7fca621930e0            1            1
      Py_GetVersion@plt cython_lapack.x86_64-linux-gnu.so       7fca62192fb0            1            1
       PyTuple_Pack@plt cython_lapack.x86_64-linux-gnu.so       7fca62192f20           11           11
   PyObject_GetAttr@plt cython_lapack.x86_64-linux-gnu.so       7fca62192970            6            6
   PyModule_GetDict@plt cython_lapack.x86_64-linux-gnu.so       7fca62192790            1            1
      PyCapsule_New@plt cython_lapack.x86_64-linux-gnu.so       7fca62192390         1295         1295
     PyDict_SetItem@plt cython_lapack.x86_64-linux-gnu.so       7fca62191ee0            3            3
 PyModule_AddObject@plt cython_lapack.x86_64-linux-gnu.so       7fca62191de0            1            1
         PyDict_New@plt cython_lapack.x86_64-linux-gnu.so       7fca621915a0            2            2
        PyTuple_New@plt cython_lapack.x86_64-linux-gnu.so       7fca62190140            1            1
PyString_FromString@plt cython_lapack.x86_64-linux-gnu.so       7fca6218fe80           12           12
        PyErr_Clear@plt cython_lapack.x86_64-linux-gnu.so       7fca6218fc40            1            1
      PyOS_snprintf@plt cython_lapack.x86_64-linux-gnu.so       7fca6218f5a0            2            2
PyString_InternFromString@plt cython_lapack.x86_64-linux-gnu.so       7fca6218f150           12           12
         PyCode_New@plt cython_lapack.x86_64-linux-gnu.so       7fca6218ea10            2            2
PyObject_SetAttrString@plt cython_lapack.x86_64-linux-gnu.so       7fca6218e4f0            1            1
 PyImport_AddModule@plt cython_lapack.x86_64-linux-gnu.so       7fca6218e440            1            1
PyObject_GetAttrString@plt cython_lapack.x86_64-linux-gnu.so       7fca6218e250         1295         1295
  Py_InitModule4_64@plt cython_lapack.x86_64-linux-gnu.so       7fca6218e1f0            1            1
  PyCFunction_NewEx@plt cython_lapack.x86_64-linux-gnu.so       7fca6218e0d0            2            2
PyDict_SetItemString@plt cython_lapack.x86_64-linux-gnu.so       7fca6218da80         1295         1295
PyString_FromStringAndSize@plt cython_lapack.x86_64-linux-gnu.so       7fca6218d9c0            4            4
PyUnicodeUCS4_DecodeUTF8@plt cython_lapack.x86_64-linux-gnu.so       7fca6218d960            6            6
                  _init cython_lapack.x86_64-linux-gnu.so       7fca6218d860            1            6
        initcython_blas cython_blas.x86_64-linux-gnu.so       7fca628e92b0            1         2918
                  .text cython_blas.x86_64-linux-gnu.so       7fca628ca290            3         7372
    PyImport_Import@plt cython_blas.x86_64-linux-gnu.so       7fca628ca250            6            6
PyUnicodeUCS4_FromStringAndSize@plt cython_blas.x86_64-linux-gnu.so       7fca628ca1e0            1            1
      Py_GetVersion@plt cython_blas.x86_64-linux-gnu.so       7fca628ca1a0            1            1
       PyTuple_Pack@plt cython_blas.x86_64-linux-gnu.so       7fca628ca180           32           32
   PyObject_GetAttr@plt cython_blas.x86_64-linux-gnu.so       7fca628ca070            6            6
   PyModule_GetDict@plt cython_blas.x86_64-linux-gnu.so       7fca628c9ff0            1            1
        PySlice_New@plt cython_blas.x86_64-linux-gnu.so       7fca628c9fd0            3            3
      PyCapsule_New@plt cython_blas.x86_64-linux-gnu.so       7fca628c9f40          154          154
     PyDict_SetItem@plt cython_blas.x86_64-linux-gnu.so       7fca628c9e30            7            7
 PyModule_AddObject@plt cython_blas.x86_64-linux-gnu.so       7fca628c9df0            1            1
     PyInt_FromLong@plt cython_blas.x86_64-linux-gnu.so       7fca628c9de0            3            3
         PyDict_New@plt cython_blas.x86_64-linux-gnu.so       7fca628c9cb0            2            2
PyThread_allocate_lock@plt cython_blas.x86_64-linux-gnu.so       7fca628c9b80            8            8
    PyType_Modified@plt cython_blas.x86_64-linux-gnu.so       7fca628c9910            3            3
        PyTuple_New@plt cython_blas.x86_64-linux-gnu.so       7fca628c98b0            2            2
PyString_FromString@plt cython_blas.x86_64-linux-gnu.so       7fca628c9860           12           12
        PyErr_Clear@plt cython_blas.x86_64-linux-gnu.so       7fca628c97a0            1            1
       PyType_Ready@plt cython_blas.x86_64-linux-gnu.so       7fca628c96d0            4            4
      PyOS_snprintf@plt cython_blas.x86_64-linux-gnu.so       7fca628c9600            2            2
PyString_InternFromString@plt cython_blas.x86_64-linux-gnu.so       7fca628c9430           54           54
PyObject_SetAttrString@plt cython_blas.x86_64-linux-gnu.so       7fca628c9160            1            1
 PyImport_AddModule@plt cython_blas.x86_64-linux-gnu.so       7fca628c9150            1            1
PyObject_GetAttrString@plt cython_blas.x86_64-linux-gnu.so       7fca628c90f0          148          148
  Py_InitModule4_64@plt cython_blas.x86_64-linux-gnu.so       7fca628c90d0            1            1
PyDict_SetItemString@plt cython_blas.x86_64-linux-gnu.so       7fca628c8f20          148          148
PyString_FromStringAndSize@plt cython_blas.x86_64-linux-gnu.so       7fca628c8ed0           28           28
PyUnicodeUCS4_DecodeUTF8@plt cython_blas.x86_64-linux-gnu.so       7fca628c8eb0            8            8
                  _init cython_blas.x86_64-linux-gnu.so       7fca628c8e50            1            6
     init_decomp_update _decomp_update.x86_64-linux-gnu.so       7fca6306b8e0            1         3509
                  .text _decomp_update.x86_64-linux-gnu.so       7fca630382c0            0         3528
    PyImport_Import@plt _decomp_update.x86_64-linux-gnu.so       7fca630382a0            8            8
PyUnicodeUCS4_FromStringAndSize@plt _decomp_update.x86_64-linux-gnu.so       7fca63038280            1            1
      Py_GetVersion@plt _decomp_update.x86_64-linux-gnu.so       7fca63038270            1            1
       PyTuple_Pack@plt _decomp_update.x86_64-linux-gnu.so       7fca63038260           55           55
   PyObject_GetAttr@plt _decomp_update.x86_64-linux-gnu.so       7fca63038230            6            6
   PyModule_GetDict@plt _decomp_update.x86_64-linux-gnu.so       7fca63038210            3            3
        PySlice_New@plt _decomp_update.x86_64-linux-gnu.so       7fca63038200           16           16
PyCapsule_GetPointer@plt _decomp_update.x86_64-linux-gnu.so       7fca630381f0           60           60
     PyDict_SetItem@plt _decomp_update.x86_64-linux-gnu.so       7fca630381a0           11           11
     PyInt_FromLong@plt _decomp_update.x86_64-linux-gnu.so       7fca63038180            4            4
PyCObject_AsVoidPtr@plt _decomp_update.x86_64-linux-gnu.so       7fca63038170            1            1
         PyDict_New@plt _decomp_update.x86_64-linux-gnu.so       7fca63038130            3            3
PyDict_GetItemString@plt _decomp_update.x86_64-linux-gnu.so       7fca630380c0           60           60
PyObject_CallFunctionObjArgs@plt _decomp_update.x86_64-linux-gnu.so       7fca630380b0            2            2
PyImport_ImportModule@plt _decomp_update.x86_64-linux-gnu.so       7fca63038090            1            1
        PyTuple_New@plt _decomp_update.x86_64-linux-gnu.so       7fca63038060            1            1
PyString_FromString@plt _decomp_update.x86_64-linux-gnu.so       7fca63038050           14           14
  PyCapsule_IsValid@plt _decomp_update.x86_64-linux-gnu.so       7fca63038040           60           60
      PyOS_snprintf@plt _decomp_update.x86_64-linux-gnu.so       7fca63037fd0            2            2
PyString_InternFromString@plt _decomp_update.x86_64-linux-gnu.so       7fca63037f60           89           89
         PyCode_New@plt _decomp_update.x86_64-linux-gnu.so       7fca63037f00            4            4
PyObject_SetAttrString@plt _decomp_update.x86_64-linux-gnu.so       7fca63037eb0            1            1
 PyImport_AddModule@plt _decomp_update.x86_64-linux-gnu.so       7fca63037ea0            1            1
PyObject_GetAttrString@plt _decomp_update.x86_64-linux-gnu.so       7fca63037e90           61           61
  Py_InitModule4_64@plt _decomp_update.x86_64-linux-gnu.so       7fca63037e70            1            1
  PyCFunction_NewEx@plt _decomp_update.x86_64-linux-gnu.so       7fca63037e50            4            4
PyString_FromStringAndSize@plt _decomp_update.x86_64-linux-gnu.so       7fca63037df0           40           40
         PyList_New@plt _decomp_update.x86_64-linux-gnu.so       7fca63037de0            3            3
PyUnicodeUCS4_DecodeUTF8@plt _decomp_update.x86_64-linux-gnu.so       7fca63037dd0           12           12
                  _init _decomp_update.x86_64-linux-gnu.so       7fca63037d98            1            6
    init_solve_toeplitz _solve_toeplitz.x86_64-linux-gnu.so       7fca63b2c020            1         2829
                  .text _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07e20            5         3964
    PyImport_Import@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07e00            6            6
PyUnicodeUCS4_FromStringAndSize@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07de0            1            1
      Py_GetVersion@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07db0            1            1
       PyTuple_Pack@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07da0           34           34
   PyObject_GetAttr@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07d40            6            6
   PyModule_GetDict@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07d00            3            3
        PySlice_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07cf0            3            3
      PyCapsule_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07ca0            6            6
     PyDict_SetItem@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07c70           15           15
     PyInt_FromLong@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07c60            5            5
         PyDict_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07be0            4            4
PyThread_allocate_lock@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07b90            8            8
PyObject_CallFunctionObjArgs@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07b20            2            2
    PyType_Modified@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07ac0            3            3
        PyTuple_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07a90            2            2
PyString_FromString@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07a80           12           12
        PyErr_Clear@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07a50            1            1
       PyType_Ready@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b079f0            5            5
      PyOS_snprintf@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b079b0            2            2
PyErr_ExceptionMatches@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b079a0            1            1
PyString_InternFromString@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07940           86           86
   _PyObject_GC_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07900            3            3
  PyObject_GC_Track@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07890            3            3
         PyCode_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07870            1            1
PyObject_SetAttrString@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b077f0            2            2
 PyImport_AddModule@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b077e0            3            3
PyObject_GetAttrString@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b077c0            2            2
  Py_InitModule4_64@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b077a0            1            1
PyString_FromStringAndSize@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b076e0           31           31
         PyList_New@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b076d0            2            2
PyUnicodeUCS4_DecodeUTF8@plt _solve_toeplitz.x86_64-linux-gnu.so       7fca63b076c0            8            8
                  _init _solve_toeplitz.x86_64-linux-gnu.so       7fca63b07688            1            6
PyFortranObject_NewAsAttr _flinalg.x86_64-linux-gnu.so       7fca63e9b7c0           12          240
           init_flinalg _flinalg.x86_64-linux-gnu.so       7fca63e9abc0            1          193
                  .text _flinalg.x86_64-linux-gnu.so       7fca63e984e0            0           17
   PyModule_GetDict@plt _flinalg.x86_64-linux-gnu.so       7fca63e98470            1            1
      _PyObject_New@plt _flinalg.x86_64-linux-gnu.so       7fca63e983f0           12           12
PyCObject_AsVoidPtr@plt _flinalg.x86_64-linux-gnu.so       7fca63e983d0            1            1
         PyDict_New@plt _flinalg.x86_64-linux-gnu.so       7fca63e983b0           12           12
PyFortranObject_NewAsAttr@plt _flinalg.x86_64-linux-gnu.so       7fca63e98390           12           12
PyImport_ImportModule@plt _flinalg.x86_64-linux-gnu.so       7fca63e98360            1            1
     PyErr_Occurred@plt _flinalg.x86_64-linux-gnu.so       7fca63e98350            1            1
PyString_FromString@plt _flinalg.x86_64-linux-gnu.so       7fca63e98310            2            2
 PyErr_NewException@plt _flinalg.x86_64-linux-gnu.so       7fca63e982c0            1            1
PyObject_GetAttrString@plt _flinalg.x86_64-linux-gnu.so       7fca63e981f0            1            1
  Py_InitModule4_64@plt _flinalg.x86_64-linux-gnu.so       7fca63e981e0            1            1
PyDict_SetItemString@plt _flinalg.x86_64-linux-gnu.so       7fca63e98180           14           14
                  _init _flinalg.x86_64-linux-gnu.so       7fca63e98108            1            6
F2PyCapsule_FromVoidPtr _flapack.x86_64-linux-gnu.so       7fca64f716a0            6            6
PyFortranObject_NewAsAttr _flapack.x86_64-linux-gnu.so       7fca64f706c0          297         5940
           init_flapack _flapack.x86_64-linux-gnu.so       7fca64f6f8d0            1         2860
                  .text _flapack.x86_64-linux-gnu.so       7fca64f0f590            0           17
       PyMem_Malloc@plt _flapack.x86_64-linux-gnu.so       7fca64f0f490            4            4
   PyModule_GetDict@plt _flapack.x86_64-linux-gnu.so       7fca64f0f3f0            1            1
      _PyObject_New@plt _flapack.x86_64-linux-gnu.so       7fca64f0f2d0          297          297
PyCObject_AsVoidPtr@plt _flapack.x86_64-linux-gnu.so       7fca64f0f290            1            1
         PyDict_New@plt _flapack.x86_64-linux-gnu.so       7fca64f0f230          297          297
PyFortranObject_NewAsAttr@plt _flapack.x86_64-linux-gnu.so       7fca64f0f190          297          297
PyDict_GetItemString@plt _flapack.x86_64-linux-gnu.so       7fca64f0f120           14           14
PyImport_ImportModule@plt _flapack.x86_64-linux-gnu.so       7fca64f0f0b0            1            1
     PyErr_Occurred@plt _flapack.x86_64-linux-gnu.so       7fca64f0f080            1            1
             memcpy@plt _flapack.x86_64-linux-gnu.so       7fca64f0f010            4            4
PyCObject_FromVoidPtr@plt _flapack.x86_64-linux-gnu.so       7fca64f0efb0            6            6
PyString_FromString@plt _flapack.x86_64-linux-gnu.so       7fca64f0efa0           12           12
             strcmp@plt _flapack.x86_64-linux-gnu.so       7fca64f0ef80           20           20
 PyErr_NewException@plt _flapack.x86_64-linux-gnu.so       7fca64f0ef60            1            1
             strlen@plt _flapack.x86_64-linux-gnu.so       7fca64f0edc0            8            8
PyObject_SetAttrString@plt _flapack.x86_64-linux-gnu.so       7fca64f0ed10           12           12
PyObject_GetAttrString@plt _flapack.x86_64-linux-gnu.so       7fca64f0ecf0            1            1
  Py_InitModule4_64@plt _flapack.x86_64-linux-gnu.so       7fca64f0ece0            1            1
PyString_ConcatAndDel@plt _flapack.x86_64-linux-gnu.so       7fca64f0ecd0            4            4
F2PyCapsule_FromVoidPtr@plt _flapack.x86_64-linux-gnu.so       7fca64f0ec90            6            6
         PyMem_Free@plt _flapack.x86_64-linux-gnu.so       7fca64f0ec80            4            4
PyDict_SetItemString@plt _flapack.x86_64-linux-gnu.so       7fca64f0ebc0          315          315
PyString_FromStringAndSize@plt _flapack.x86_64-linux-gnu.so       7fca64f0eba0            4            4
                  _init _flapack.x86_64-linux-gnu.so       7fca64f0eb40            1            6
F2PyCapsule_FromVoidPtr _fblas.x86_64-linux-gnu.so       7fca65618780           14           14
PyFortranObject_NewAsAttr _fblas.x86_64-linux-gnu.so       7fca656177a0          102         2040
             init_fblas _fblas.x86_64-linux-gnu.so       7fca65616740            1         1240
                  .text _fblas.x86_64-linux-gnu.so       7fca655f4aa0            0           17
   PyModule_GetDict@plt _fblas.x86_64-linux-gnu.so       7fca655f4960            1            1
      _PyObject_New@plt _fblas.x86_64-linux-gnu.so       7fca655f48d0          102          102
PyCObject_AsVoidPtr@plt _fblas.x86_64-linux-gnu.so       7fca655f48c0            1            1
         PyDict_New@plt _fblas.x86_64-linux-gnu.so       7fca655f48a0          102          102
PyFortranObject_NewAsAttr@plt _fblas.x86_64-linux-gnu.so       7fca655f4830          102          102
PyDict_GetItemString@plt _fblas.x86_64-linux-gnu.so       7fca655f47f0           14           14
PyImport_ImportModule@plt _fblas.x86_64-linux-gnu.so       7fca655f47c0            1            1
     PyErr_Occurred@plt _fblas.x86_64-linux-gnu.so       7fca655f47b0            1            1
PyCObject_FromVoidPtr@plt _fblas.x86_64-linux-gnu.so       7fca655f4730           14           14
PyString_FromString@plt _fblas.x86_64-linux-gnu.so       7fca655f4720           16           16
             strcmp@plt _fblas.x86_64-linux-gnu.so       7fca655f4710           28           28
 PyErr_NewException@plt _fblas.x86_64-linux-gnu.so       7fca655f46f0            1            1
PyObject_SetAttrString@plt _fblas.x86_64-linux-gnu.so       7fca655f4560           28           28
PyObject_GetAttrString@plt _fblas.x86_64-linux-gnu.so       7fca655f4540            1            1
  Py_InitModule4_64@plt _fblas.x86_64-linux-gnu.so       7fca655f4530            1            1
F2PyCapsule_FromVoidPtr@plt _fblas.x86_64-linux-gnu.so       7fca655f4500           14           14
PyDict_SetItemString@plt _fblas.x86_64-linux-gnu.so       7fca655f4480          132          132
                  _init _fblas.x86_64-linux-gnu.so       7fca655f4418            1            6
PyFortranObject_NewAsAttr specfun.x86_64-linux-gnu.so       7fca6693fea0           45          900
            initspecfun specfun.x86_64-linux-gnu.so       7fca6693f2a0            1          490
                  .text specfun.x86_64-linux-gnu.so       7fca66936fa0            0           17
         PyDict_New@plt specfun.x86_64-linux-gnu.so       7fca66936f50           45           45
PyImport_ImportModule@plt specfun.x86_64-linux-gnu.so       7fca66936dd0            1            1
 PyErr_NewException@plt specfun.x86_64-linux-gnu.so       7fca66936cc0            1            1
PyFortranObject_NewAsAttr@plt specfun.x86_64-linux-gnu.so       7fca66936c60           45           45
PyObject_GetAttrString@plt specfun.x86_64-linux-gnu.so       7fca66936c50            1            1
PyCObject_AsVoidPtr@plt specfun.x86_64-linux-gnu.so       7fca66936ba0            1            1
   PyModule_GetDict@plt specfun.x86_64-linux-gnu.so       7fca66936b80            1            1
PyString_FromString@plt specfun.x86_64-linux-gnu.so       7fca66936af0            2            2
     PyErr_Occurred@plt specfun.x86_64-linux-gnu.so       7fca669369d0            1            1
      _PyObject_New@plt specfun.x86_64-linux-gnu.so       7fca669368c0           45           45
  Py_InitModule4_64@plt specfun.x86_64-linux-gnu.so       7fca669367c0            1            1
PyDict_SetItemString@plt specfun.x86_64-linux-gnu.so       7fca66936740           47           47
                  _init specfun.x86_64-linux-gnu.so       7fca669366f8            1            6
        init_ufuncs_cxx _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e55f50            1          832
                  .text _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54f20            0          417
    PyImport_Import@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54ef0            6            6
PyUnicodeUCS4_FromStringAndSize@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54ee0            1            1
      Py_GetVersion@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54ed0            1            1
       PyTuple_Pack@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54eb0            9            9
   PyObject_GetAttr@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54e40            6            6
