              Procedure           Image            Address        Calls Instructions
                  _init       libc.so.6       7fca91895a10            1           99
                  .text       libc.so.6       7fca91895360            0          258
               .plt.got       libc.so.6       7fca91895350         2850         5691
                   @plt       libc.so.6       7fca91895340          147          147
                   @plt       libc.so.6       7fca91895330          563          563
                   @plt       libc.so.6       7fca91895300            1            1
                   @plt       libc.so.6       7fca918952c0          570          570
                   @plt       libc.so.6       7fca918952b0           25           25
                   @plt       libc.so.6       7fca918952a0          280          280
                   @plt       libc.so.6       7fca91895290           10           10
                   @plt       libc.so.6       7fca91895280         1028         1028
             calloc@plt       libc.so.6       7fca91895270            3            5
_dl_find_dso_for_object@plt       libc.so.6       7fca91895230           50           52
                   @plt       libc.so.6       7fca918951f0         4956         4956
                   @plt       libc.so.6       7fca918951a0          599          599
                   @plt       libc.so.6       7fca91895190         1467         1467
  __tunable_get_val@plt       libc.so.6       7fca91895180           11           13
                   @plt       libc.so.6       7fca91895150          130          130
                   @plt       libc.so.6       7fca918950e0           28           28
                   @plt       libc.so.6       7fca918950d0         2039         2039
            realloc@plt       libc.so.6       7fca918950b0           10           12
                   @plt       libc.so.6       7fca91895090          164          164
                   .plt       libc.so.6       7fca91895060            4            8
            __vdso_time          [vdso]       7ffdfeeca930            2           15
    __vdso_gettimeofday          [vdso]       7ffdfeeca8a0            1           31
                  .text          [vdso]       7ffdfeeca6c0            1           75
    _dl_catch_exception ld-linux-x86-64.so.2       7fcaa6784df0           15          465
                   free ld-linux-x86-64.so.2       7fcaa6784800            6           24
                 calloc ld-linux-x86-64.so.2       7fcaa67847c0           19          152
                 malloc ld-linux-x86-64.so.2       7fcaa6784690           43          855
      __tunable_get_val ld-linux-x86-64.so.2       7fcaa67823d0          174         3138
_dl_find_dso_for_object ld-linux-x86-64.so.2       7fcaa677d7e0           50         4847
_dl_make_stack_executable ld-linux-x86-64.so.2       7fcaa677cea0            1           28
  _dl_allocate_tls_init ld-linux-x86-64.so.2       7fcaa677c300            1          104
_dl_get_tls_static_info ld-linux-x86-64.so.2       7fcaa677c210            1            5
        _dl_debug_state ld-linux-x86-64.so.2       7fcaa6779f40          102          102
                  .text ld-linux-x86-64.so.2       7fcaa6769f10            1      2494169
               .plt.got ld-linux-x86-64.so.2       7fcaa6769f00          265          265
             calloc@plt ld-linux-x86-64.so.2       7fcaa6769ec0          487          487
             malloc@plt ld-linux-x86-64.so.2       7fcaa6769ea0          785          785
_dl_catch_exception@plt ld-linux-x86-64.so.2       7fcaa6769e90         1596         1596
        __libc_csu_init       python2.7       55bfded6c8b0            1           34
           _Py_ExtSlice       python2.7       55bfded41570            4           44
           _Py_Ellipsis       python2.7       55bfded41550            1            8
     PyWeakref_NewProxy       python2.7       55bfded30740            1           75
       PyLong_AsVoidPtr       python2.7       55bfded2b080            5           50
PyMemoryView_FromObject       python2.7       55bfded2ad80           60          660
         PyNumber_Float       python2.7       55bfded23390           37          997
           PyErr_WarnEx       python2.7       55bfded18200            1           33
          _PyLong_Frexp       python2.7       55bfded15e50            1          143
        PyLong_AsDouble       python2.7       55bfded15dd0            1           18
       PyInt_FromSize_t       python2.7       55bfded139b0            4           12
     _PyArg_Parse_SizeT       python2.7       55bfded129e0           12          216
      PyNumber_Positive       python2.7       55bfded11ae0            3           36
   PyComplex_AsCComplex       python2.7       55bfded0fc90            1           20
            initcPickle       python2.7       55bfded0e110            1          376
 PyComplex_FromCComplex       python2.7       55bfded0e020           25          450
PyLong_FromUnsignedLongLong       python2.7       55bfded0e010            2            2
    PyLong_FromLongLong       python2.7       55bfded0e000            4            4
     PyEval_InitThreads       python2.7       55bfded0d040            1            5
    _PyWeakref_ClearRef       python2.7       55bfded02150            3           36
          PyObject_Type       python2.7       55bfdecfeaa0            4           20
        _Py_Interactive       python2.7       55bfdecfdde0            7           77
     PyNumber_InPlaceOr       python2.7       55bfdecfc910            1           35
              initfcntl       python2.7       55bfdecfc0f0            1         2357
            _Py_dg_dtoa       python2.7       55bfdecf8ff0           12        30180
  PyOS_double_to_string       python2.7       55bfdecf8390           12         1974
        PyNumber_Rshift       python2.7       55bfdecf7690           24           72
                initgrp       python2.7       55bfdecf3190            1           24
                initpwd       python2.7       55bfdecf3070            1           28
               initzlib       python2.7       55bfdecf2e70            1           93
            init_random       python2.7       55bfdecf2610            1           19
         PyNumber_Power       python2.7       55bfdecf1150            0          471
   PyNumber_FloorDivide       python2.7       55bfdecf0520           67          938
   PyDict_MergeFromSeq2       python2.7       55bfdecf03f0            4          402
    PyNumber_TrueDivide       python2.7       55bfdecf0150            4           56
          PyNumber_Long       python2.7       55bfdecef780           43         1340
       PyFloat_AsDouble       python2.7       55bfdecef480           53         1344
        PyFrozenSet_New       python2.7       55bfdecef2c0            1            3
               initmath       python2.7       55bfdecef010            1           23
           initbinascii       python2.7       55bfdecee520            1           46
_PyTrash_thread_destroy_chain       python2.7       55bfdecede00            2          200
_PyTrash_thread_deposit_object       python2.7       55bfdeced7b0           14           70
         _Py_HashDouble       python2.7       55bfdeced680           18          594
              initstrop       python2.7       55bfdeceb490            1         4132
          initcStringIO       python2.7       55bfdece92b0            1           49
_PyObject_CallMethod_SizeT       python2.7       55bfdece8bc0            2          114
      PyCapsule_IsValid       python2.7       55bfdece83d0           77         1540
               inittime       python2.7       55bfdece6280            1           42
         init_functools       python2.7       55bfdece4750            1           38
   PyThread_init_thread       python2.7       55bfdece4580            1            3
             initthread       python2.7       55bfdece4400            1           60
             init_heapq       python2.7       55bfdece4370            1           17
          inititertools       python2.7       55bfdece40a0            1          400
       init_collections       python2.7       55bfdece3f50            1           37
           initoperator       python2.7       55bfdece3400            1           38
PyImport_ImportModuleNoBlock       python2.7       55bfdece2fc0            1           20
       PyCapsule_Import       python2.7       55bfdece24f0            2          212
          _PyOS_URandom       python2.7       55bfdece1d10            1           69
      PyLong_FromDouble       python2.7       55bfdecde660            3          207
PyUnicodeUCS4_FromStringAndSize       python2.7       55bfdecde210           19          373
 _Py_VaBuildValue_SizeT       python2.7       55bfdecde080            2            4
           initdatetime       python2.7       55bfdecdd980            1          325
_PyObject_CallFunction_SizeT       python2.7       55bfdecdd5c0            2           60
                init_io       python2.7       55bfdecdcd00            1          347
           Py_ReprLeave       python2.7       55bfdecdcbe0           30          780
  PyThreadState_GetDict       python2.7       55bfdecdcb50           29          261
           Py_ReprEnter       python2.7       55bfdecdc6b0           30          974
        PyNumber_Lshift       python2.7       55bfdecdb020           27           81
          _Py_dg_strtod       python2.7       55bfdecd87b0           11         2017
     PyFloat_FromString       python2.7       55bfdecd84f0            2           80
  PyOS_string_to_double       python2.7       55bfdecd8250           11          526
  _PyInt_FormatAdvanced       python2.7       55bfdecd65d0          152        22892
       _PyFloat_Unpack8       python2.7       55bfdecd63d0         1266        18990
      PyLong_FromString       python2.7       55bfdecd29f0            3        65842
   _Py_BuildValue_SizeT       python2.7       55bfdecd25b0          338        28708
        PyMapping_Check       python2.7       55bfdeccfdf0           36          720
 PyObject_SetAttrString       python2.7       55bfdeccfbe0          114         2934
  Py_CompileStringFlags       python2.7       55bfdeccfaa0            7          315
PyInt_AsUnsignedLongMask       python2.7       55bfdecce220            4           60
            PyAST_Check       python2.7       55bfdeccdf50            7           49
         _Py_Expression       python2.7       55bfdeccde50           11          143
PyModule_AddStringConstant       python2.7       55bfdeccd7d0           53         1060
 PyImport_GetModuleDict       python2.7       55bfdeccd410           50          400
Py_UniversalNewlineFread       python2.7       55bfdeccd0e0            4        18435
_PyImport_GetDynLoadFunc       python2.7       55bfdecccfb0           50        13379
_PyImport_LoadDynamicModule       python2.7       55bfdecccc20           50         3258
            init_struct       python2.7       55bfdeccc840            1          409
                initimp       python2.7       55bfdeccbea0            1           89
   PyImport_GetImporter       python2.7       55bfdeccbe40            1           24
PyFile_SetEncodingAndErrors       python2.7       55bfdeccbc30            3           96
 PyTokenizer_FromString       python2.7       55bfdeccb950           49       304195
PyParser_ParseStringFlagsFilenameEx       python2.7       55bfdeccb870           49         1960
 PyParser_ASTFromString       python2.7       55bfdeccb790           49         2220
      PyRun_StringFlags       python2.7       55bfdeccb700           42         1848
PyEval_MergeCompilerFlags       python2.7       55bfdeccb6c0           18          360
PyString_AsStringAndSize       python2.7       55bfdeccb600          397        32036
       PyEval_GetLocals       python2.7       55bfdeccb4a0           33          396
_PyBytes_FormatAdvanced       python2.7       55bfdecc7920          502        10542
  PyLong_AsUnsignedLong       python2.7       55bfdecc6a80           91         3094
    PyNumber_InPlaceAdd       python2.7       55bfdecc68d0          173         5882
       PyInt_FromString       python2.7       55bfdecc4680          288        23927
      PyNumber_Negative       python2.7       55bfdecc4510           62          744
       PyBuffer_Release       python2.7       55bfdecc4280            7           99
PyLong_AsLongAndOverflow       python2.7       55bfdecc3490          787        11537
          PyLong_AsLong       python2.7       55bfdecc3450           43          301
          PyMem_Realloc       python2.7       55bfdecc2ae0           25          125
     PyByteArray_Resize       python2.7       55bfdecc2a10          143         6435
 _PySlice_AdjustIndices       python2.7       55bfdecbfff0           31         1023
        _PySlice_Unpack       python2.7       55bfdecbfd70          177         7797
            PySlice_New       python2.7       55bfdecbf420          223         9435
   _PySlice_FromIndices       python2.7       55bfdecbf3c0          146         3650
    PyString_FromFormat       python2.7       55bfdecbef70          193         3474
          _PyObject_Str       python2.7       55bfdecbeec0          365         4422
           PyObject_Str       python2.7       55bfdecbeb30          554        11116
         PyObject_Print       python2.7       55bfdecbd320            0        16423
           PyNumber_Add       python2.7       55bfdecbc950          291        15895
     PyErr_CheckSignals       python2.7       55bfdecbc660          415         1660
          PyObject_Repr       python2.7       55bfdecbc5c0          414        15318
        PyString_Format       python2.7       55bfdecba2c0          610       372325
PyErr_SetFromErrnoWithFilenameObject       python2.7       55bfdecb8c50            4          136
PyErr_SetFromErrnoWithFilename       python2.7       55bfdecb8c10            4           80
      PyNumber_Subtract       python2.7       55bfdecb57f0          363         5082
            PyNumber_Or       python2.7       55bfdecb4910           55          770
           PyNumber_And       python2.7       55bfdecb4270            0        30610
      PyNumber_CoerceEx       python2.7       55bfdecb3dd0         1084        27245
            init_locale       python2.7       55bfdecb3800            1          525
PyUnicodeUCS4_FromEncodedObject       python2.7       55bfdecb3540            1           36
    PySequence_SetSlice       python2.7       55bfdecb3400            3           96
       PyObject_Unicode       python2.7       55bfdecb3030            1           47
_PyArg_ParseTupleAndKeywords_SizeT       python2.7       55bfdecb2f10         1018        27490
            _Py_keyword       python2.7       55bfdecb2cf0           66         1320
    _PyObject_GC_Resize       python2.7       55bfdecb23d0           21          504
      PyNumber_Multiply       python2.7       55bfdecb1c00          529        30236
        _PyTuple_Resize       python2.7       55bfdecb1a00           27         3546
             PyCell_Set       python2.7       55bfdecb1180          136         1920
       PySequence_Check       python2.7       55bfdecaef80          781         9535
           PyDict_Clear       python2.7       55bfdecaeb40            4          485
PyLong_FromUnsignedLong       python2.7       55bfdecaead0            6          288
               init_sre       python2.7       55bfdecae990            1           74
        _PyModule_Clear       python2.7       55bfdecae280            1          280
     PyClass_IsSubclass       python2.7       55bfdecac250            5          122
           PyArena_Free       python2.7       55bfdecaab90           49         1128
        PySymtable_Free       python2.7       55bfdecaa320           50         1050
   PyCapsule_GetPointer       python2.7       55bfdecaa280           75         1875
 PyObject_ClearWeakRefs       python2.7       55bfdeca9bf0           93         2916
             PyMem_Free       python2.7       55bfdeca8da0          277          277
        PyCode_Optimize       python2.7       55bfdeca7a40          147       346821
        PyDict_Contains       python2.7       55bfdeca75a0          459        12211
  PyFunction_SetClosure       python2.7       55bfdeca70e0          208         3536
          PyCapsule_New       python2.7       55bfdeca4a70         1511        46841
        _Py_HashPointer       python2.7       55bfdeca0b50         4568        22840
    _PyCode_ConstantKey       python2.7       55bfdec9ffa0         2391       103715
            PyIter_Next       python2.7       55bfdec9cca0          158         1630
    PyObject_CallObject       python2.7       55bfdec9b2d0          132          264
          PyDict_Update       python2.7       55bfdec9a9c0           64          128
           init_weakref       python2.7       55bfdec99a50            1           31
     PySequence_DelItem       python2.7       55bfdec990a0          194        29754
      PyRun_FileExFlags       python2.7       55bfdec98d00            1           43
             _Py_Mangle       python2.7       55bfdec98bc0         2849        86410
PyRun_SimpleFileExFlags       python2.7       55bfdec98620            1          200
   PyRun_AnyFileExFlags       python2.7       55bfdec97ce0            1           26
          PyList_Insert       python2.7       55bfdec97000            1           80
         PyList_SetItem       python2.7       55bfdec96fa0            2           39
        PySys_SetArgvEx       python2.7       55bfdec96dd0            1          116
          PySys_SetArgv       python2.7       55bfdec96aa0            1            2
       PySymtable_Build       python2.7       55bfdec967d0           50         5194
       PyFuture_FromAST       python2.7       55bfdec96450           50         3266
          PyAST_Compile       python2.7       55bfdec96200           50         5649
             _Py_Module       python2.7       55bfdec941c0           32          352
    PySequence_GetSlice       python2.7       55bfdec94080         1021        36212
     _PyEval_SliceIndex       python2.7       55bfdec93fe0         2549        25622
         PyMapping_Size       python2.7       55bfdec93d80           83         1242
          PyObject_Size       python2.7       55bfdec93d50           12          141
  PyString_ConcatAndDel       python2.7       55bfdec93d10          115         1278
   _PyObject_LengthHint       python2.7       55bfdec93ba0          124         4635
      PyObject_SelfIter       python2.7       55bfdec93b30          242          726
           _Py_ClassDef       python2.7       55bfdec93830           10          350
              _Py_Raise       python2.7       55bfdec937c0           21          567
              _Py_Index       python2.7       55bfdec92930           22          286
        PyDictProxy_New       python2.7       55bfdec92250            4           88
         _Py_ImportFrom       python2.7       55bfdec92200            1           27
            PyDict_Size       python2.7       55bfdec92000          283         2547
        PyString_Concat       python2.7       55bfdec917b0          791        67401
       PyObject_SetItem       python2.7       55bfdec90a70         4297       103128
       PyObject_DelItem       python2.7       55bfdec901b0           81         1458
              _Py_BinOp       python2.7       55bfdec90140           49         1617
             _Py_BoolOp       python2.7       55bfdec8fca0           26          702
               _Py_Exec       python2.7       55bfdec8fc00            8          232
        PySequence_Size       python2.7       55bfdec8fb10          312         3744
        PyInt_AsSsize_t       python2.7       55bfdec8e480           16          160
                _Py_Num       python2.7       55bfdec8e440            4           84
           PyOS_strtoul       python2.7       55bfdec8d390          288        57398
         PyInstance_New       python2.7       55bfdec8c840          500        94563
     PyNumber_AsSsize_t       python2.7       55bfdec8c6b0         1335        41385
           PyMethod_New       python2.7       55bfdec8b890         7117       270388
       PyObject_GetItem       python2.7       55bfdec8b7d0        11838       142056
          _Py_Subscript       python2.7       55bfdec8b760           21          693
              _Py_Slice       python2.7       55bfdec8b320           10          190
    PyObject_IsInstance       python2.7       55bfdec8afc0           87         2727
       PyObject_GetIter       python2.7       55bfdec8a6e0         2352        55538
            _Py_UnaryOp       python2.7       55bfdec8a540            1           29
            _Py_Compare       python2.7       55bfdec8a4e0           20          580
       asdl_int_seq_new       python2.7       55bfdec89e30           20          600
                _Py_For       python2.7       55bfdec89170            3          111
            PyDict_Keys       python2.7       55bfdec88e80            2         3144
       PyCodec_Register       python2.7       55bfdec88e30            1           20
                 _Py_If       python2.7       55bfdec88da0           22          638
           PyObject_Dir       python2.7       55bfdec88ad0           12          394
      PyArg_UnpackTuple       python2.7       55bfdec88960         6259       312572
       PyObject_HasAttr       python2.7       55bfdec886f0         1983        17780
PyErr_NormalizeException       python2.7       55bfdec87ee0          153         9687
             _Py_Return       python2.7       55bfdec87ea0           76         1444
              _Py_Tuple       python2.7       55bfdec87c20           53         1431
       PyCode_Addr2Line       python2.7       55bfdec87bc0            1           81
  PyFrame_GetLineNumber       python2.7       55bfdec87ba0            1            5
       PyTraceBack_Here       python2.7       55bfdec87420          460        52203
    PyCodec_LookupError       python2.7       55bfdec873c0            5          115
_PyArg_ParseTuple_SizeT       python2.7       55bfdec872b0         2487        44766
               _Py_Pass       python2.7       55bfdec87280           10          170
               _Py_Call       python2.7       55bfdec871d0           12          444
        PyMember_SetOne       python2.7       55bfdec86370          185         8119
            PyClass_New       python2.7       55bfdec858a0           53         5714
     PyStaticMethod_New       python2.7       55bfdec85110           23          253
_PyObject_GenericSetAttrWithDict       python2.7       55bfdec84e40         1659       119921
PyObject_GenericSetAttr       python2.7       55bfdec84de0         1659         3318
               _Py_List       python2.7       55bfdec84c90           12          324
       PyObject_SetAttr       python2.7       55bfdec83c50         7104       258069
 PyFunction_SetDefaults       python2.7       55bfdec82fc0         1536        29184
               _Py_Name       python2.7       55bfdec82f60           10          290
             _Py_Import       python2.7       55bfdec82f20           11          209
              _Py_alias       python2.7       55bfdec82ee0           19          342
   PyFrame_LocalsToFast       python2.7       55bfdec825c0          123         9674
    PyArena_AddPyObject       python2.7       55bfdec82550         2113        61277
     PySequence_GetItem       python2.7       55bfdec81ee0         2476        47044
    PyObject_CallMethod       python2.7       55bfdec81b10           48         2068
            PyErr_Fetch       python2.7       55bfdec80240          155         1705
   PyFrame_FastToLocals       python2.7       55bfdec7ddf0          213        20504
            init_codecs       python2.7       55bfdec7dae0            1            6
         PyArena_Malloc       python2.7       55bfdec7da40         2124        48900
           asdl_seq_new       python2.7       55bfdec7d900         1123        43273
     PyFrame_BlockSetup       python2.7       55bfdec7d8c0           42          546
PyModule_AddIntConstant       python2.7       55bfdec7d7f0          157         2853
PyUnicodeUCS4_DecodeUTF8Stateful       python2.7       55bfdec7d070          212      1852654
         PyAST_FromNode       python2.7       55bfdec7ccd0           50         4875
PyUnicodeUCS4_DecodeUTF8       python2.7       55bfdec7ccc0          212          424
       PyTokenizer_Free       python2.7       55bfdec7cc40           50         1004
              initposix       python2.7       55bfdec7c3a0            1         1613
            PyNode_Free       python2.7       55bfdec7c380          100          550
        PyParser_Delete       python2.7       55bfdec7c2c0           50          350
    PySequence_Contains       python2.7       55bfdec7c280         1244        12440
     PyToken_ThreeChars       python2.7       55bfdec7c210           36          374
        PyTuple_GetItem       python2.7       55bfdec7c1d0          195         2145
           PyTuple_Size       python2.7       55bfdec7c090          858         6006
         PyFunction_New       python2.7       55bfdec7bcf0         5372       346924
              initerrno       python2.7       55bfdec7ac40            1          647
PyEval_CallObjectWithKeywords       python2.7       55bfdec79900         2357        49554
    Py_MakePendingCalls       python2.7       55bfdec797d0            2           72
     PyEval_EvalFrameEx       python2.7       55bfdec6fe40        13819     22374392
            PyFrame_New       python2.7       55bfdec6f400         5714       392629
      PyEval_EvalCodeEx       python2.7       55bfdec6d480         7452      1853613
        PyEval_EvalCode       python2.7       55bfdec6d460          309         3397
     PyEval_GetBuiltins       python2.7       55bfdec6d430          266         2132
PyImport_ExecCodeModuleEx       python2.7       55bfdec6d2f0          266        18088
             PyNode_New       python2.7       55bfdec6d2b0           50          650
          PyObject_Init       python2.7       55bfdec6d270          919         5514
PyGrammar_AddAccelerators       python2.7       55bfdec6c480            1       689856
           PyParser_New       python2.7       55bfdec6c2d0           50         1654
   PyTokenizer_FromFile       python2.7       55bfdec68b80            1           31
             PyCode_New       python2.7       55bfdec67ff0         5906      2869341
PyParser_ParseFileFlagsEx       python2.7       55bfdec67f40            1           37
   PyParser_ASTFromFile       python2.7       55bfdec67e50            1           53
   PyEval_GetRestricted       python2.7       55bfdec67c40         6199        92751
            PyArena_New       python2.7       55bfdec67be0           50         1200
PyMarshal_ReadObjectFromString       python2.7       55bfdec66d50          265         6095
PyMarshal_ReadLastObjectFromFile       python2.7       55bfdec66cb0          266        11152
PyMarshal_ReadLongFromFile       python2.7       55bfdec66b40          532         4788
_PyObject_RealIsSubclass       python2.7       55bfdec665b0            0        18844
_PyObject_LookupSpecial       python2.7       55bfdec661c0            0       104025
    PyObject_IsSubclass       python2.7       55bfdec65dc0         2727       223505
PyErr_GivenExceptionMatches       python2.7       55bfdec65ab0         2598       219618
 PyErr_ExceptionMatches       python2.7       55bfdec65aa0          869         3476
        PyErr_SetString       python2.7       55bfdec659e0          503        11569
       PyCallable_Check       python2.7       55bfdec65990          107         1284
  PyCodec_RegisterError       python2.7       55bfdec637f0            5          100
       PyArg_ParseTuple       python2.7       55bfdec63760         1199        21582
        _PyCodec_Lookup       python2.7       55bfdec62760            1          198
      PyType_GenericNew       python2.7       55bfdec624f0          604        32418
        PyCodec_Encoder       python2.7       55bfdec624b0            1            2
PyObject_CallFunctionObjArgs       python2.7       55bfdec61c00         5087       808358
 PyThread_set_key_value       python2.7       55bfdec61be0            1            8
    PyThread_create_key       python2.7       55bfdec61a70            1           10
         PyList_GetItem       python2.7       55bfdec61a30          636         7632
       _PyGILState_Init       python2.7       55bfdec61a00            1           13
   PySys_HasWarnOptions       python2.7       55bfdec61910            1           10
       _PyWarnings_Init       python2.7       55bfdec61690            1          120
       PyObject_InitVar       python2.7       55bfdec61670           24          168
            _PyLong_New       python2.7       55bfdec61600           23          437
        PyLong_FromLong       python2.7       55bfdec612c0         1930       122493
            PyOS_getsig       python2.7       55bfdec61290           64          578
     PyLong_FromVoidPtr       python2.7       55bfdec61280            9           27
             initsignal       python2.7       55bfdec60990            1         1351
    PyOS_InitInterrupts       python2.7       55bfdec60970            1            6
            PyOS_setsig       python2.7       55bfdec60910            3           63
       PyTuple_GetSlice       python2.7       55bfdec606e0           13          514
         PyDict_DelItem       python2.7       55bfdec605c0          542        21716
     PyErr_NewException       python2.7       55bfdec5e770           33         2814
          initzipimport       python2.7       55bfdec5e670            1           52
_PyImport_FindExtension       python2.7       55bfdec5e630           79         1817
            PyList_Size       python2.7       55bfdec5e3f0         1005         7035
        PySys_GetObject       python2.7       55bfdec5e390         1398        36348
    _PyImportHooks_Init       python2.7       55bfdec5dad0            1           72
      _PyArg_NoKeywords       python2.7       55bfdec5dab0          504         3024
     PyModule_AddObject       python2.7       55bfdec5d6c0          375        10875
            PyErr_Clear       python2.7       55bfdec5d1c0         1097         4388
          PyErr_Restore       python2.7       55bfdec5d0f0         7773       240356
        PyErr_SetObject       python2.7       55bfdec5d0d0          550         4400
       _PyString_Resize       python2.7       55bfdec5cfd0         4596       165534
      PyString_AsString       python2.7       55bfdec5cfb0         1782        12456
   PyString_FromFormatV       python2.7       55bfdec5c390         3016      2669826
           PyErr_Format       python2.7       55bfdec5c2c0         2823       104451
 PyObject_GetAttrString       python2.7       55bfdec5c0a0         4526       271566
 PyObject_HasAttrString       python2.7       55bfdec5c050         1819        20209
        PyObject_IsTrue       python2.7       55bfdec5bdc0         7596       177515
          PyString_Size       python2.7       55bfdec5bb80          195          975
PyArg_ParseTupleAndKeywords       python2.7       55bfdec59a10         3344        90544
       PyCFunction_Call       python2.7       55bfdec597d0        16809       380902
          PyObject_Call       python2.7       55bfdec59760         4070        97717
        Py_VaBuildValue       python2.7       55bfdec596e0           19           38
  PyObject_CallFunction       python2.7       55bfdec590e0         1115       179534
         _PyType_Lookup       python2.7       55bfdec58d40         5253       190758
PyObject_GenericGetAttr       python2.7       55bfdec58d30        32835        65670
       PyObject_GetAttr       python2.7       55bfdec58c80        37191       706669
PyImport_ImportModuleLevel       python2.7       55bfdec57e00         2032       488037
      PyEval_GetGlobals       python2.7       55bfdec57db0          535         6424
        PyImport_Import       python2.7       55bfdec57c00          143         7827
  PyImport_ImportModule       python2.7       55bfdec57bc0           45          945
            _PyExc_Init       python2.7       55bfdec56b10            1          837
         _PyImport_Init       python2.7       55bfdec56a30            1           66
        PySys_SetObject       python2.7       55bfdec567f0          866        45679
          PySys_SetPath       python2.7       55bfdec56720            1          193
             Py_GetPath       python2.7       55bfdec56700            1            6
           PyDict_Merge       python2.7       55bfdec56470         1761       482140
            PyDict_Copy       python2.7       55bfdec56410          614        14736
_PyImport_FixupExtension       python2.7       55bfdec56340           82         3367
   PyObject_RichCompare       python2.7       55bfdec55e10        26666      1219836
PyObject_RichCompareBool       python2.7       55bfdec55da0          475         9500
            PyList_Sort       python2.7       55bfdec54b00          324         5184
         PyLong_GetInfo       python2.7       55bfdec54aa0            1           18
     PyFloat_FromDouble       python2.7       55bfdec549c0         1305        13282
           PyInt_AsLong       python2.7       55bfdec548e0         6942        76362
   PyStructSequence_New       python2.7       55bfdec54880            7          154
        PyFloat_GetInfo       python2.7       55bfdec547a0            1           45
      PyInt_FromSsize_t       python2.7       55bfdec54780           51           51
       Py_GetExecPrefix       python2.7       55bfdec54760            1            6
           Py_GetPrefix       python2.7       55bfdec54740            1            6
           PyMem_Malloc       python2.7       55bfdec54720          984         3936
       Py_GetPythonHome       python2.7       55bfdec545b0            1            7
  Py_GetProgramFullPath       python2.7       55bfdec54150            1            7
PyString_FromStringAndSize       python2.7       55bfdec53c40        70773      4280014
          PyOS_snprintf       python2.7       55bfdec53b40          515        15450
        Py_GetBuildInfo       python2.7       55bfdec53af0           19          304
          Py_GetVersion       python2.7       55bfdec53aa0           19          247
   PyEval_RestoreThread       python2.7       55bfdec53a20          226         4844
      PyEval_SaveThread       python2.7       55bfdec539e0           74          964
        PyFile_FromFile       python2.7       55bfdec536f0            3          343
            _PySys_Init       python2.7       55bfdec52dd0            1         1312
        PyBool_FromLong       python2.7       55bfdec52da0            6           30
       PyModule_GetDict       python2.7       55bfdec52d50         1188        13068
           PyModule_New       python2.7       55bfdec52c90          352        15840
_PyDict_GetItemWithError       python2.7       55bfdec52c20          407        11803
     PyImport_AddModule       python2.7       55bfdec52b60          407        16302
      PyThreadState_Get       python2.7       55bfdec52b40           83          498
      Py_InitModule4_64       python2.7       55bfdec52810           83        46174
        _PyBuiltin_Init       python2.7       55bfdec523a0            1          233
          _PyObject_New       python2.7       55bfdec52370          546         5460
    _PyUnicodeUCS4_Init       python2.7       55bfdec52020            1           89
          _PyFloat_Init       python2.7       55bfdec51f90            1           19
         PyInt_FromLong       python2.7       55bfdec51ef0        19945       157884
PyStructSequence_InitType       python2.7       55bfdec51cf0            9         3676
           _PyLong_Init       python2.7       55bfdec51cc0            1            9
            _PyInt_Init       python2.7       55bfdec51a50            1         2916
          _PyFrame_Init       python2.7       55bfdec51a20            1            9
            PyDict_Next       python2.7       55bfdec517e0            7          361
         PyErr_Occurred       python2.7       55bfdec50370          739         2217
      PyObject_GC_Track       python2.7       55bfdec502c0          411         6165
       PyWeakref_NewRef       python2.7       55bfdec4ff80          809        46255
           PyTuple_Pack       python2.7       55bfdec4fca0         5821       534130
        PyType_Modified       python2.7       55bfdec4fc30           77         1020
       PyType_IsSubtype       python2.7       55bfdec4fb70        11129       195629
         PyList_AsTuple       python2.7       55bfdec4fb00           38         1982
       PySequence_Tuple       python2.7       55bfdec4f910          894        53157
    PyObject_GC_UnTrack       python2.7       55bfdec4f8e0           57          627
          Py_BuildValue       python2.7       55bfdec4eb40          989        32653
        PySequence_Fast       python2.7       55bfdec4eac0          141         1287
         _PyList_Extend       python2.7       55bfdec4e680            0       184363
        PySequence_List       python2.7       55bfdec4e520         1790        70076
 PyDescr_NewClassMethod       python2.7       55bfdec4d8d0           19          209
   PyDict_SetItemString       python2.7       55bfdec4d860         8465       194695
      PyCFunction_NewEx       python2.7       55bfdec4d730          335        12617
   PyDict_GetItemString       python2.7       55bfdec4d6e0         9308       214084
    PyType_GenericAlloc       python2.7       55bfdec4d4d0         3247       205328
PyString_InternFromString       python2.7       55bfdec4cf50         2192        21920
    _PyObject_GC_NewVar       python2.7       55bfdec4cf10            1           20
            PyTuple_New       python2.7       55bfdec4cb40        51496      1922607
           PyType_Ready       python2.7       55bfdec4a260          791      2684794
         _Py_ReadyTypes       python2.7       55bfdec49e90            1          195
         PyDict_SetItem       python2.7       55bfdec49c00        59172      3588305
PyThread_get_thread_ident       python2.7       55bfdec49630            7           63
          PyObject_Hash       python2.7       55bfdec495d0        78418       862598
         PyDict_GetItem       python2.7       55bfdec493a0       265225      7933515
      PyThreadState_New       python2.7       55bfdec49280            1            2
             PyDict_New       python2.7       55bfdec490d0         6025       283309
  PyThread_release_lock       python2.7       55bfdec490b0            5           30
 PyString_InternInPlace       python2.7       55bfdec48fc0       125222      3176194
          PyList_Append       python2.7       55bfdec48f60        38911      1011686
